Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2025-06-16,198.0031280517578,291.1053466796875,216.10000610351562,292.7373352050781,201.6999969482422,360.0826110839844,263.0042419433594,64.7275619506836,142.82711791992188,118.97265625,624.5068969726562,351.5654602050781,208.86163330078125,278.40228271484375,154.08897399902344,267.7619323730469,69.98328399658203,294.6174011230469,143.7849578857422,80.16809844970703,477.46002197265625,61.579978942871094,144.6818389892578,158.6776580810547,334.2532958984375,264.0738220214844,305.7311706542969,354.15411376953125,41.1169548034668,94.0702896118164
2025-06-17,195.2289581298828,285.6783752441406,214.82000732421875,291.33441162109375,200.25999450683594,355.3535461425781,261.8879699707031,64.54972076416016,145.5852813720703,117.62837982177734,621.3140258789062,346.81243896484375,206.71795654296875,279.6074523925781,151.26966857910156,266.92999267578125,69.09014129638672,290.65985107421875,140.95028686523438,77.51431274414062,476.3638610839844,59.68980026245117,144.1118621826172,156.3499755859375,329.54449462890625,263.34674072265625,306.93359375,356.50531005859375,40.48810577392578,94.03038024902344
2025-06-18,196.1669921875,285.2647399902344,212.52000427246094,294.9262390136719,197.67999267578125,357.4597473144531,259.0489196777344,65.0536117553711,144.9397430419922,117.35953521728516,631.8575439453125,345.0722961425781,206.79249572753906,279.7655334472656,149.63168334960938,271.3273620605469,68.68325805664062,287.9949951171875,141.24761962890625,78.51443481445312,478.5561218261719,59.20233154296875,145.47178649902344,155.8568115234375,329.9825439453125,263.83477783203125,305.2740783691406,339.1104431152344,40.31396484375,94.86841583251953
2025-06-20,200.5777130126953,284.96923828125,209.69000244140625,297.0852966308594,198.75,358.175048828125,260.17694091796875,65.52789306640625,146.26992797851562,117.13050842285156,637.387939453125,347.647705078125,206.72726440429688,277.5527648925781,148.6985321044922,272.35736083984375,68.31607055664062,285.83721923828125,142.75416564941406,78.28668212890625,475.7261047363281,59.48088836669922,143.84188842773438,156.9022979736328,332.00341796875,263.9144592285156,300.1166076660156,337.30718994140625,40.34299087524414,95.89602661132812
2025-06-23,201.07664489746094,268.3338317871094,208.47000122070312,298.12005615234375,201.30999755859375,363.84796142578125,262.9521179199219,66.57522583007812,143.638916015625,117.25,643.4356079101562,354.9462890625,209.4674835205078,285.66290283203125,150.21739196777344,275.595947265625,69.20922088623047,287.8855895996094,146.2925567626953,79.37592315673828,484.29595947265625,60.46576690673828,144.161865234375,158.82559204101562,342.2273254394531,266.5438232421875,298.794921875,342.4678649902344,40.98151397705078,97.6419448852539
2025-06-24,199.87918090820312,273.30767822265625,212.77000427246094,306.8259582519531,200.94000244140625,370.5937805175781,270.6986389160156,67.07913970947266,140.40151977539062,118.6500015258789,658.58447265625,358.38677978515625,209.3369903564453,290.2168273925781,151.0810546875,278.5572204589844,69.67564392089844,289.8245849609375,148.54241943359375,79.53435516357422,488.3915100097656,61.10245895385742,147.8916473388672,158.16477966308594,344.13873291015625,265.0697937011719,303.7039489746094,350.3184509277344,41.24272537231445,97.77164459228516
2025-06-25,201.1365203857422,276.1246032714844,211.99000549316406,307.0348815917969,198.89999389648438,369.1631164550781,267.2945556640625,67.37555694580078,140.08853149414062,119.41999816894531,666.3031616210938,359.8186340332031,206.71795654296875,287.5200500488281,151.17039489746094,281.3302917480469,69.10005950927734,283.93798828125,146.4412078857422,78.89070892333984,490.5439758300781,60.51551055908203,154.30130004882812,156.79379272460938,342.0780029296875,259.76123046875,300.12652587890625,343.97222900390625,40.74932098388672,97.03337097167969
2025-06-26,200.5777130126953,274.90325927734375,217.1199951171875,309.85064697265625,202.5800018310547,379.3961486816406,270.26934814453125,68.12647247314453,141.27200317382812,121.45999908447266,683.5010986328125,361.44940185546875,210.9960174560547,288.37945556640625,150.90235900878906,285.9752197265625,68.94127655029297,284.0175476074219,149.42454528808594,78.05892944335938,495.705810546875,62.216670989990234,155.01126098632812,156.45846557617188,340.3358459472656,261.89263916015625,300.7227783203125,344.7393493652344,40.7299690246582,95.79624938964844
2025-06-27,200.6575469970703,272.953125,223.3000030517578,315.591552734375,214.5500030517578,382.2077331542969,272.9447326660156,67.83006286621094,140.63624572753906,122.33999633789062,687.1316528320312,366.6598205566406,213.29818725585938,286.17657470703125,151.29945373535156,284.3509826660156,69.79473114013672,289.90411376953125,150.6733856201172,78.32628631591797,494.20111083984375,71.66755676269531,157.74110412597656,157.67161560058594,344.1686096191406,262.25115966796875,307.17205810546875,347.3097229003906,40.93313980102539,97.04334259033203
2025-06-30,204.7389373779297,275.0017395019531,219.38999938964844,317.3725280761719,209.52999877929688,385.6849670410156,272.2159729003906,68.55134582519531,140.04942321777344,124.01000213623047,703.9814453125,364.5716857910156,217.05429077148438,291.19482421875,151.63697814941406,287.12408447265625,70.21153259277344,290.5206604003906,150.8914337158203,78.38570404052734,495.66595458984375,70.67272186279297,157.98109436035156,157.13900756835938,341.8191833496094,266.46417236328125,310.01416015625,353.7257080078125,41.861900329589844,97.55215454101562
2025-07-01,207.3833770751953,286.14129638671875,220.4600067138672,320.9046325683594,209.7899932861328,388.3773498535156,271.4373474121094,68.27468872070312,142.37721252441406,123.48999786376953,702.6983642578125,371.0549011230469,222.54405212402344,287.6583557128906,154.78387451171875,287.6192626953125,71.1245346069336,295.81060791015625,152.44752502441406,81.00978088378906,490.32470703125,73.03047180175781,153.29136657714844,159.01300048828125,353.70556640625,265.92633056640625,324.0953369140625,354.1441345214844,42.2585563659668,98.01107788085938
2025-07-02,211.99366760253906,292.37591552734375,219.9199981689453,323.9690856933594,212.02999877929688,395.8384704589844,268.7420349121094,67.7707748413086,144.73434448242188,122.9800033569336,712.078125,369.7522888183594,223.00074768066406,284.1515197753906,154.42649841308594,289.19403076171875,70.37032318115234,292.9667663574219,152.6061248779297,81.5841064453125,489.36810302734375,75.99506378173828,157.2411346435547,158.99327087402344,350.9281311035156,256.30517578125,305.6318054199219,352.8988037109375,42.171485900878906,97.38255310058594
2025-07-03,213.10133361816406,293.74493408203125,223.41000366210938,327.3006896972656,215.9199981689453,395.2721862792969,271.6769104003906,68.9536361694336,145.1157989501953,124.0,719.82666015625,369.583251953125,224.0632781982422,288.4189758300781,154.8732147216797,294.56787109375,70.80696868896484,292.4198303222656,151.58523559570312,80.13838958740234,497.0909423828125,75.99506378173828,159.3310089111328,158.6283416748047,352.4114074707031,263.06787109375,306.6155700683594,357.521484375,42.13278579711914,98.13080596923828
2025-07-07,209.50889587402344,288.53466796875,223.47000122070312,321.9143371582031,218.6300048828125,388.9635314941406,269.33099365234375,68.51628112792969,144.1670684814453,123.16000366210938,707.14453125,365.5660400390625,223.08462524414062,288.91290283203125,154.13861083984375,290.557373046875,70.46955871582031,291.8729553222656,150.49497985839844,80.10868835449219,495.974853515625,76.13433837890625,158.2310791015625,158.3028564453125,344.73602294921875,257.94854736328125,301.8059387207031,355.3097839355469,41.40719223022461,99.11849212646484
